Date,Close
2-Mar-11,5914.89
3-Mar-11,6005.09
4-Mar-11,5990.39
7-Mar-11,5973.78
8-Mar-11,5974.76
9-Mar-11,5937.3
10-Mar-11,5845.29
11-Mar-11,5828.67
14-Mar-11,5775.24
15-Mar-11,5695.28
16-Mar-11,5598.23
17-Mar-11,5696.11
18-Mar-11,5718.13
21-Mar-11,5786.09
22-Mar-11,5762.71
23-Mar-11,5795.88
24-Mar-11,5880.87
25-Mar-11,5900.76
28-Mar-11,5904.49
29-Mar-11,5932.17
30-Mar-11,5948.3
31-Mar-11,5908.76
1-Apr-11,6009.92
4-Apr-11,6016.98
5-Apr-11,6007.06
6-Apr-11,6041.13
7-Apr-11,6007.37
8-Apr-11,6055.75
11-Apr-11,6053.44
12-Apr-11,5964.47
13-Apr-11,6010.44
14-Apr-11,5963.8
15-Apr-11,5996.01
18-Apr-11,5870.08
19-Apr-11,5896.87
20-Apr-11,6022.26
21-Apr-11,6018.3
26-Apr-11,6069.36
27-Apr-11,6068.16
28-Apr-11,6069.9
3-May-11,6082.88
4-May-11,5984.07
5-May-11,5919.98
6-May-11,5976.77
9-May-11,5942.69
10-May-11,6018.89
11-May-11,5976
12-May-11,5944.96
13-May-11,5925.87
16-May-11,5923.69
17-May-11,5861
18-May-11,5923.49
19-May-11,5955.99
20-May-11,5948.49
23-May-11,5835.89
24-May-11,5858.41
25-May-11,5870.14
26-May-11,5880.99
27-May-11,5938.87
31-May-11,5989.99
1-Jun-11,5928.61
2-Jun-11,5847.92
3-Jun-11,5855.01
6-Jun-11,5863.16
7-Jun-11,5864.65
8-Jun-11,5808.89
9-Jun-11,5856.34
10-Jun-11,5765.8
13-Jun-11,5773.46
14-Jun-11,5803.13
15-Jun-11,5742.55
16-Jun-11,5698.81
17-Jun-11,5714.94
20-Jun-11,5693.39
21-Jun-11,5775.31
22-Jun-11,5772.99
23-Jun-11,5674.38
24-Jun-11,5697.72
27-Jun-11,5722.34
28-Jun-11,5766.88
29-Jun-11,5855.95
30-Jun-11,5945.71
1-Jul-11,5989.76
4-Jul-11,6017.54
5-Jul-11,6024.03
6-Jul-11,6002.92
7-Jul-11,6054.55
8-Jul-11,5990.58
11-Jul-11,5929.16
12-Jul-11,5868.96
13-Jul-11,5906.43
14-Jul-11,5846.95
15-Jul-11,5843.66
18-Jul-11,5752.81
19-Jul-11,5789.99
20-Jul-11,5853.82
21-Jul-11,5899.89
22-Jul-11,5935.02
25-Jul-11,5925.26
26-Jul-11,5929.73
27-Jul-11,5856.58
28-Jul-11,5873.21
29-Jul-11,5815.19
1-Aug-11,5774.43
2-Aug-11,5718.39
3-Aug-11,5584.51
4-Aug-11,5393.14
5-Aug-11,5246.99
8-Aug-11,5068.95
9-Aug-11,5164.92
10-Aug-11,5007.16
11-Aug-11,5162.83
12-Aug-11,5320.03
15-Aug-11,5350.58
16-Aug-11,5357.63
17-Aug-11,5331.6
18-Aug-11,5092.23
19-Aug-11,5040.76
22-Aug-11,5095.3
23-Aug-11,5129.42
24-Aug-11,5205.85
25-Aug-11,5131.1
26-Aug-11,5129.92
30-Aug-11,5268.66
31-Aug-11,5394.53
1-Sep-11,5418.65
2-Sep-11,5292.03
5-Sep-11,5102.58
6-Sep-11,5156.84
7-Sep-11,5318.59
8-Sep-11,5340.38
9-Sep-11,5214.65
12-Sep-11,5129.62
13-Sep-11,5174.25
14-Sep-11,5227.02
15-Sep-11,5337.54
16-Sep-11,5368.41
19-Sep-11,5259.56
20-Sep-11,5363.71
21-Sep-11,5288.41
22-Sep-11,5041.61
23-Sep-11,5066.81
26-Sep-11,5089.37
27-Sep-11,5294.05
28-Sep-11,5217.63
29-Sep-11,5196.84
30-Sep-11,5128.48
3-Oct-11,5075.5
4-Oct-11,4944.44
5-Oct-11,5102.17
6-Oct-11,5291.26
7-Oct-11,5303.4
10-Oct-11,5399
11-Oct-11,5395.7
12-Oct-11,5441.8
13-Oct-11,5403.38
14-Oct-11,5466.36
17-Oct-11,5436.7
18-Oct-11,5410.35
19-Oct-11,5450.49
20-Oct-11,5384.68
21-Oct-11,5488.65
24-Oct-11,5548.06
25-Oct-11,5525.54
26-Oct-11,5553.24
27-Oct-11,5713.82
28-Oct-11,5702.24
31-Oct-11,5544.22
1-Nov-11,5421.57
2-Nov-11,5484.1
3-Nov-11,5545.64
4-Nov-11,5527.16
7-Nov-11,5510.82
8-Nov-11,5567.34
9-Nov-11,5460.38
10-Nov-11,5444.82
11-Nov-11,5545.38
14-Nov-11,5519.04
15-Nov-11,5517.44
16-Nov-11,5509.02
17-Nov-11,5423.14
18-Nov-11,5362.94
21-Nov-11,5222.6
22-Nov-11,5206.82
23-Nov-11,5139.78
24-Nov-11,5127.57
25-Nov-11,5164.65
28-Nov-11,5312.76
29-Nov-11,5337
30-Nov-11,5505.42
1-Dec-11,5489.34
2-Dec-11,5552.29
5-Dec-11,5567.96
6-Dec-11,5568.72
7-Dec-11,5546.91
8-Dec-11,5483.77
9-Dec-11,5529.21
12-Dec-11,5427.86
13-Dec-11,5490.15
14-Dec-11,5366.8
15-Dec-11,5400.85
16-Dec-11,5387.34
19-Dec-11,5364.99
20-Dec-11,5419.6
21-Dec-11,5389.74
22-Dec-11,5456.97
23-Dec-11,5512.7
28-Dec-11,5507.4
29-Dec-11,5566.77
30-Dec-11,5572.28
3-Jan-12,5699.91
4-Jan-12,5668.45
5-Jan-12,5624.26
6-Jan-12,5649.7
9-Jan-12,5612.26
10-Jan-12,5696.7
11-Jan-12,5670.82
12-Jan-12,5662.42
13-Jan-12,5636.64
16-Jan-12,5657.44
17-Jan-12,5693.95
18-Jan-12,5702.37
19-Jan-12,5741.15
20-Jan-12,5728.55
23-Jan-12,5782.56
24-Jan-12,5751.9
25-Jan-12,5723
26-Jan-12,5795.2
27-Jan-12,5733.45
30-Jan-12,5671.09
31-Jan-12,5681.61
1-Feb-12,5790.72
2-Feb-12,5796.07
3-Feb-12,5901.07
6-Feb-12,5892.2
7-Feb-12,5890.26
8-Feb-12,5875.93
9-Feb-12,5895.47
10-Feb-12,5852.39
13-Feb-12,5905.7
14-Feb-12,5899.87
15-Feb-12,5892.16
16-Feb-12,5885.38
17-Feb-12,5905.07
20-Feb-12,5945.25
21-Feb-12,5928.2
22-Feb-12,5916.55
23-Feb-12,5937.89
24-Feb-12,5935.13
27-Feb-12,5915.55
28-Feb-12,5927.91
29-Feb-12,5871.51
1-Mar-12,5931.25
2-Mar-12,5911.13
5-Mar-12,5874.82
6-Mar-12,5765.8
7-Mar-12,5791.41
8-Mar-12,5859.73
9-Mar-12,5887.49
12-Mar-12,5892.75
13-Mar-12,5955.91
14-Mar-12,5945.43
15-Mar-12,5940.72
16-Mar-12,5965.58
19-Mar-12,5961.11
20-Mar-12,5891.41
21-Mar-12,5891.95
22-Mar-12,5845.65
23-Mar-12,5854.89
26-Mar-12,5902.7
27-Mar-12,5869.55
28-Mar-12,5808.99
29-Mar-12,5742.03
30-Mar-12,5768.45
2-Apr-12,5874.89
3-Apr-12,5838.34
4-Apr-12,5703.77
5-Apr-12,5723.67
10-Apr-12,5595.55
11-Apr-12,5634.74
12-Apr-12,5710.46
13-Apr-12,5651.79
16-Apr-12,5666.28
17-Apr-12,5766.95
18-Apr-12,5745.29
19-Apr-12,5744.55
20-Apr-12,5772.15
23-Apr-12,5665.57
24-Apr-12,5709.49
25-Apr-12,5718.89
26-Apr-12,5748.72
27-Apr-12,5777.11
30-Apr-12,5737.78
1-May-12,5812.23
2-May-12,5758.11
3-May-12,5766.55
4-May-12,5655.06
8-May-12,5554.55
9-May-12,5530.05
10-May-12,5543.95
11-May-12,5575.52
14-May-12,5465.52
15-May-12,5437.62
16-May-12,5405.25
17-May-12,5338.38
18-May-12,5267.62
21-May-12,5304.48
22-May-12,5403.28
23-May-12,5266.41
24-May-12,5350.05
25-May-12,5351.53
28-May-12,5356.34
29-May-12,5391.14
30-May-12,5297.28
31-May-12,5320.86
1-Jun-12,5260.19
6-Jun-12,5384.11
7-Jun-12,5447.79
8-Jun-12,5435.08
11-Jun-12,5432.37
12-Jun-12,5473.74
13-Jun-12,5483.81
14-Jun-12,5467.05
15-Jun-12,5478.81
18-Jun-12,5491.09
19-Jun-12,5586.31
20-Jun-12,5622.29
21-Jun-12,5566.36
22-Jun-12,5513.69
25-Jun-12,5450.65
26-Jun-12,5446.96
27-Jun-12,5523.92
28-Jun-12,5493.06
29-Jun-12,5571.15
2-Jul-12,5640.64
3-Jul-12,5687.73
4-Jul-12,5684.47
5-Jul-12,5692.63
6-Jul-12,5662.63
9-Jul-12,5627.33
10-Jul-12,5664.07
11-Jul-12,5664.48
12-Jul-12,5608.25
13-Jul-12,5666.13
16-Jul-12,5662.43
17-Jul-12,5629.09
18-Jul-12,5685.77
19-Jul-12,5714.19
20-Jul-12,5651.77
23-Jul-12,5533.87
24-Jul-12,5499.23
25-Jul-12,5498.32
26-Jul-12,5573.16
27-Jul-12,5627.21
30-Jul-12,5693.63
31-Jul-12,5635.28
1-Aug-12,5712.82
2-Aug-12,5662.3
3-Aug-12,5787.28
6-Aug-12,5808.77
7-Aug-12,5841.24
8-Aug-12,5845.92
9-Aug-12,5851.51
10-Aug-12,5847.11
13-Aug-12,5831.88
14-Aug-12,5864.78
15-Aug-12,5833.04
16-Aug-12,5834.51
17-Aug-12,5852.42
20-Aug-12,5824.37
21-Aug-12,5857.52
22-Aug-12,5774.2
23-Aug-12,5776.6
24-Aug-12,5776.6
28-Aug-12,5775.71
29-Aug-12,5743.53
30-Aug-12,5719.45
31-Aug-12,5711.48
3-Sep-12,5758.41
4-Sep-12,5672.01
5-Sep-12,5657.86
6-Sep-12,5777.34
7-Sep-12,5794.8
10-Sep-12,5793.2
11-Sep-12,5792.19
12-Sep-12,5782.08
13-Sep-12,5819.92
14-Sep-12,5915.55
17-Sep-12,5893.52
18-Sep-12,5868.16
19-Sep-12,5888.48
20-Sep-12,5854.64
21-Sep-12,5852.62
24-Sep-12,5838.84
25-Sep-12,5859.71
26-Sep-12,5768.09
27-Sep-12,5779.42
28-Sep-12,5742.07
1-Oct-12,5820.45
2-Oct-12,5809.45
3-Oct-12,5825.81
4-Oct-12,5827.78
5-Oct-12,5871.02
8-Oct-12,5841.74
9-Oct-12,5810.25
10-Oct-12,5776.71
11-Oct-12,5829.75
12-Oct-12,5793.32
15-Oct-12,5805.61
16-Oct-12,5870.54
17-Oct-12,5910.91
18-Oct-12,5917.05
19-Oct-12,5896.15
22-Oct-12,5882.91
23-Oct-12,5797.91
24-Oct-12,5804.78
25-Oct-12,5805.05
26-Oct-12,5806.71
29-Oct-12,5795.1
30-Oct-12,5849.9
31-Oct-12,5782.7
1-Nov-12,5861.92
2-Nov-12,5868.55
5-Nov-12,5839.06
6-Nov-12,5884.9
7-Nov-12,5791.63
8-Nov-12,5776.05
9-Nov-12,5769.68
12-Nov-12,5767.27
13-Nov-12,5786.25
14-Nov-12,5722.01
15-Nov-12,5677.75
16-Nov-12,5605.59
19-Nov-12,5737.66
20-Nov-12,5748.1
21-Nov-12,5752.03
22-Nov-12,5791.03
23-Nov-12,5819.14
26-Nov-12,5786.72
27-Nov-12,5799.71
28-Nov-12,5803.28
29-Nov-12,5870.3
30-Nov-12,5866.82
3-Dec-12,5871.24
4-Dec-12,5869.04
5-Dec-12,5892.08
6-Dec-12,5901.42
7-Dec-12,5914.4
10-Dec-12,5921.63
11-Dec-12,5924.97
12-Dec-12,5945.85
13-Dec-12,5929.61
14-Dec-12,5921.76
17-Dec-12,5912.15
18-Dec-12,5935.9
19-Dec-12,5961.59
20-Dec-12,5958.34
21-Dec-12,5939.99
24-Dec-12,5954.18
27-Dec-12,5954.3
28-Dec-12,5925.37
31-Dec-12,5897.81
2-Jan-13,6027.37
3-Jan-13,6047.34
4-Jan-13,6089.84
7-Jan-13,6064.58
8-Jan-13,6053.63
9-Jan-13,6098.65
10-Jan-13,6101.51
11-Jan-13,6121.58
14-Jan-13,6107.86
15-Jan-13,6117.31
16-Jan-13,6103.98
17-Jan-13,6132.36
18-Jan-13,6154.41
21-Jan-13,6180.98
22-Jan-13,6179.17
23-Jan-13,6197.64
24-Jan-13,6264.91
25-Jan-13,6284.45
28-Jan-13,6294.41
29-Jan-13,6339.19
30-Jan-13,6323.11
31-Jan-13,6276.88
1-Feb-13,6347.24
4-Feb-13,6246.84
5-Feb-13,6282.76
6-Feb-13,6295.34
7-Feb-13,6228.42
8-Feb-13,6263.93
11-Feb-13,6277.06
12-Feb-13,6338.38
13-Feb-13,6359.11
14-Feb-13,6327.36
15-Feb-13,6328.26
18-Feb-13,6318.19
19-Feb-13,6379.07
20-Feb-13,6395.37
21-Feb-13,6291.54
22-Feb-13,6335.7
25-Feb-13,6355.37
26-Feb-13,6270.44
27-Feb-13,6325.88
28-Feb-13,6360.81
1-Mar-13,6378.6
4-Mar-13,6345.63
5-Mar-13,6431.95
6-Mar-13,6427.64
7-Mar-13,6439.16
8-Mar-13,6483.58
11-Mar-13,6503.63
12-Mar-13,6510.62
13-Mar-13,6481.5
14-Mar-13,6529.41
15-Mar-13,6489.65
18-Mar-13,6457.92
19-Mar-13,6441.32
20-Mar-13,6432.7
21-Mar-13,6388.55
22-Mar-13,6392.76
25-Mar-13,6378.38
26-Mar-13,6399.37
27-Mar-13,6387.56
28-Mar-13,6411.74
2-Apr-13,6490.66
3-Apr-13,6420.28
4-Apr-13,6344.12
5-Apr-13,6249.78
8-Apr-13,6276.94
9-Apr-13,6313.21
10-Apr-13,6387.37
11-Apr-13,6416.14
12-Apr-13,6384.39
15-Apr-13,6343.6
16-Apr-13,6304.58
17-Apr-13,6244.21
18-Apr-13,6243.67
19-Apr-13,6286.59
22-Apr-13,6280.62
23-Apr-13,6406.12
24-Apr-13,6431.76
25-Apr-13,6442.59
26-Apr-13,6426.42
29-Apr-13,6458.02
30-Apr-13,6430.12
1-May-13,6451.29
2-May-13,6460.71
3-May-13,6521.46
7-May-13,6557.3
8-May-13,6583.48
9-May-13,6592.74
10-May-13,6624.98
13-May-13,6631.76
14-May-13,6686.06
15-May-13,6693.55
16-May-13,6687.8
17-May-13,6723.06
20-May-13,6755.63
21-May-13,6803.87
22-May-13,6840.27
23-May-13,6696.79
24-May-13,6654.34
28-May-13,6762.01
29-May-13,6627.17
30-May-13,6656.99
31-May-13,6583.09
3-Jun-13,6525.12
4-Jun-13,6558.58
5-Jun-13,6419.31
6-Jun-13,6336.11
7-Jun-13,6411.99
10-Jun-13,6400.45
11-Jun-13,6340.08
12-Jun-13,6299.45
13-Jun-13,6304.63
14-Jun-13,6308.26
17-Jun-13,6330.49
18-Jun-13,6374.21
19-Jun-13,6348.82
20-Jun-13,6159.51
21-Jun-13,6116.17
24-Jun-13,6029.1
25-Jun-13,6101.91
26-Jun-13,6165.48
27-Jun-13,6243.4
28-Jun-13,6215.47
1-Jul-13,6307.78
2-Jul-13,6303.94
3-Jul-13,6229.87
4-Jul-13,6421.67
5-Jul-13,6375.52
8-Jul-13,6450.07
9-Jul-13,6513.08
10-Jul-13,6504.96
11-Jul-13,6543.41
12-Jul-13,6544.94
15-Jul-13,6586.11
16-Jul-13,6556.35
17-Jul-13,6571.93
18-Jul-13,6634.36
19-Jul-13,6630.67
22-Jul-13,6623.17
23-Jul-13,6597.44
24-Jul-13,6620.43
25-Jul-13,6587.95
26-Jul-13,6554.79
29-Jul-13,6560.25
30-Jul-13,6570.95
31-Jul-13,6621.06
1-Aug-13,6681.98
2-Aug-13,6647.87
5-Aug-13,6619.58
6-Aug-13,6604.21
7-Aug-13,6511.21
8-Aug-13,6529.68
9-Aug-13,6583.39
12-Aug-13,6574.34
13-Aug-13,6611.94
14-Aug-13,6587.43
15-Aug-13,6483.34
16-Aug-13,6499.99
19-Aug-13,6465.73
20-Aug-13,6453.46
21-Aug-13,6390.84
22-Aug-13,6446.87
23-Aug-13,6492.1
27-Aug-13,6440.97
28-Aug-13,6430.06
29-Aug-13,6483.05
30-Aug-13,6412.93
2-Sep-13,6506.19
3-Sep-13,6468.41
4-Sep-13,6474.74
5-Sep-13,6532.44
6-Sep-13,6547.33
9-Sep-13,6530.74
10-Sep-13,6583.99
11-Sep-13,6588.43
12-Sep-13,6588.98
13-Sep-13,6583.8
16-Sep-13,6622.86
17-Sep-13,6570.17
18-Sep-13,6558.82
19-Sep-13,6625.39
20-Sep-13,6596.43
23-Sep-13,6557.37
24-Sep-13,6571.46
25-Sep-13,6551.53
26-Sep-13,6565.59
27-Sep-13,6512.66
30-Sep-13,6462.22
1-Oct-13,6460.01
2-Oct-13,6437.5
3-Oct-13,6449.04
4-Oct-13,6453.88
7-Oct-13,6437.28
8-Oct-13,6365.83
9-Oct-13,6337.91
10-Oct-13,6430.49
11-Oct-13,6487.19
14-Oct-13,6507.65
15-Oct-13,6549.11
16-Oct-13,6571.59
17-Oct-13,6576.16
18-Oct-13,6622.58
21-Oct-13,6654.2
22-Oct-13,6695.66
23-Oct-13,6674.48
24-Oct-13,6713.18
25-Oct-13,6721.34
28-Oct-13,6725.82
29-Oct-13,6774.73
30-Oct-13,6777.7
31-Oct-13,6731.43
1-Nov-13,6734.74
4-Nov-13,6763.62
5-Nov-13,6746.84
6-Nov-13,6741.69
7-Nov-13,6697.22
8-Nov-13,6708.42
11-Nov-13,6728.37
12-Nov-13,6726.79
13-Nov-13,6630
14-Nov-13,6666.13
15-Nov-13,6693.44
18-Nov-13,6723.46
19-Nov-13,6698.01
20-Nov-13,6681.08
21-Nov-13,6681.33
22-Nov-13,6674.3
25-Nov-13,6694.62
26-Nov-13,6636.22
27-Nov-13,6649.47
28-Nov-13,6654.47
29-Nov-13,6650.57
2-Dec-13,6595.33
3-Dec-13,6532.43
4-Dec-13,6509.97
5-Dec-13,6498.33
6-Dec-13,6551.99
9-Dec-13,6559.48
10-Dec-13,6523.31
11-Dec-13,6507.72
12-Dec-13,6445.25
13-Dec-13,6439.96
16-Dec-13,6522.2
17-Dec-13,6486.19
18-Dec-13,6492.08
19-Dec-13,6584.7
20-Dec-13,6606.58
23-Dec-13,6678.61
24-Dec-13,6694.17
27-Dec-13,6750.87
30-Dec-13,6731.27
31-Dec-13,6749.09
2-Jan-14,6717.91
3-Jan-14,6730.67
6-Jan-14,6730.73
7-Jan-14,6755.45
8-Jan-14,6721.78
9-Jan-14,6691.34
10-Jan-14,6739.94
13-Jan-14,6757.15
14-Jan-14,6766.86
15-Jan-14,6819.86
16-Jan-14,6815.42
17-Jan-14,6829.3
20-Jan-14,6836.73
21-Jan-14,6834.26
22-Jan-14,6826.33
23-Jan-14,6773.28
24-Jan-14,6663.74
27-Jan-14,6550.66
28-Jan-14,6572.33
29-Jan-14,6544.28
30-Jan-14,6538.45
31-Jan-14,6510.44
3-Feb-14,6465.66
4-Feb-14,6449.27
5-Feb-14,6457.89
6-Feb-14,6558.28
7-Feb-14,6571.68
10-Feb-14,6591.55
11-Feb-14,6672.66
12-Feb-14,6675.03
13-Feb-14,6659.42
14-Feb-14,6663.62
17-Feb-14,6736
18-Feb-14,6796.43
19-Feb-14,6796.71
20-Feb-14,6812.99
21-Feb-14,6838.06
24-Feb-14,6865.86
25-Feb-14,6830.5
26-Feb-14,6799.15
27-Feb-14,6810.27
28-Feb-14,6809.7
3-Mar-14,6708.35
4-Mar-14,6823.77
5-Mar-14,6775.42
6-Mar-14,6788.49
7-Mar-14,6712.67
10-Mar-14,6689.45
11-Mar-14,6685.52
12-Mar-14,6620.9
13-Mar-14,6553.78
14-Mar-14,6527.89
17-Mar-14,6568.35
18-Mar-14,6605.28
19-Mar-14,6573.13
20-Mar-14,6542.44
21-Mar-14,6557.17
24-Mar-14,6520.39
25-Mar-14,6604.89
26-Mar-14,6605.3
27-Mar-14,6588.32
28-Mar-14,6615.58
31-Mar-14,6598.37
1-Apr-14,6652.61
2-Apr-14,6659.04
3-Apr-14,6649.14
4-Apr-14,6695.55
7-Apr-14,6622.84
8-Apr-14,6590.69
9-Apr-14,6635.61
10-Apr-14,6641.97
11-Apr-14,6561.7
14-Apr-14,6583.76
15-Apr-14,6541.61
16-Apr-14,6584.17
17-Apr-14,6625.25
22-Apr-14,6681.76
23-Apr-14,6674.74
24-Apr-14,6703
25-Apr-14,6685.69
28-Apr-14,6700.16
