Date,Close
01/26/2023,4060.43
01/25/2023,4016.22
01/24/2023,4016.95
01/23/2023,4019.81
01/20/2023,3972.61
01/19/2023,3898.85
01/18/2023,3928.86
01/17/2023,3990.97
01/13/2023,3999.09
1/12/23,3983.17
1/11/23,3969.61
1/10/23,3919.25
1/9/23,3892.09
1/6/23,3895.08
1/5/23,3808.1
1/4/23,3852.97
1/3/23,3824.14
12/30/2022,3839.5
12/29/2022,3849.28
12/28/2022,3783.22
12/27/2022,3829.25
12/23/2022,3844.82
12/22/2022,3822.39
12/21/2022,3878.44
12/20/2022,3821.62
12/19/2022,3817.66
12/16/2022,3852.36
12/15/2022,3895.75
12/14/2022,3995.32
12/13/2022,4019.65
12/12/22,3990.56
12/9/22,3934.38
12/8/22,3963.51
12/7/22,3933.92
12/6/22,3941.26
12/5/22,3998.84
12/2/22,4071.7
12/1/22,4076.57
11/30/2022,4080.11
11/29/2022,3957.63
11/28/2022,3963.94
11/25/2022,4026.12
11/23/2022,4027.26
11/22/2022,4003.58
11/21/2022,3949.94
11/18/2022,3965.34
11/17/2022,3946.56
11/16/2022,3958.79
11/15/2022,3991.73
11/14/2022,3957.25
11/11/22,3992.93
11/10/22,3956.37
11/9/22,3748.57
11/8/22,3828.11
11/7/22,3806.8
11/4/22,3770.55
11/3/22,3719.89
11/2/22,3759.69
11/1/22,3856.1
10/31/2022,3871.98
10/28/2022,3901.06
10/27/2022,3807.3
10/26/2022,3830.6
10/25/2022,3859.11
10/24/2022,3797.34
10/21/2022,3752.75
10/20/2022,3665.78
10/19/2022,3695.16
10/18/2022,3719.98
10/17/2022,3677.95
10/14/2022,3583.07
10/13/2022,3669.91
10/12/22,3577.03
10/11/22,3588.84
10/10/22,3612.39
10/7/22,3639.66
10/6/22,3744.52
10/5/22,3783.28
10/4/22,3790.93
10/3/22,3678.43
09/30/2022,3585.62
09/29/2022,3640.47
09/28/2022,3719.04
09/27/2022,3647.29
09/26/2022,3655.04
09/23/2022,3693.23
09/22/2022,3757.99
09/21/2022,3789.93
09/20/2022,3855.93
09/19/2022,3899.89
09/16/2022,3873.33
09/15/2022,3901.35
09/14/2022,3946.01
09/13/2022,3932.69
9/12/22,4110.41
9/9/22,4067.36
9/8/22,4006.18
9/7/22,3979.87
9/6/22,3908.19
9/2/22,3924.26
9/1/22,3966.85
08/31/2022,3955
08/30/2022,3986.16
08/29/2022,4030.61
08/26/2022,4057.66
08/25/2022,4199.12
08/24/2022,4140.77
08/23/2022,4128.73
08/22/2022,4137.99
08/19/2022,4228.48
08/18/2022,4283.74
08/17/2022,4274.04
08/16/2022,4305.2
08/15/2022,4297.14
8/12/22,4280.15
8/11/22,4207.27
8/10/22,4210.24
8/9/22,4122.47
8/8/22,4140.06
8/5/22,4145.19
8/4/22,4151.94
8/3/22,4155.17
8/2/22,4091.19
8/1/22,4118.63
07/29/2022,4130.29
07/28/2022,4072.43
07/27/2022,4023.61
07/26/2022,3921.05
07/25/2022,3966.84
07/22/2022,3961.63
07/21/2022,3998.95
07/20/2022,3959.9
