Date,Open,High,Low,Close
12/29/2017,"1.42875%","1.42875%","1.42875%","1.42875%"
12/28/2017,"1.43750%","1.43750%","1.43750%","1.43750%"
12/27/2017,"1.43500%","1.43500%","1.43500%","1.43500%"
12/26/2017,"1.43438%","1.43438%","1.43438%","1.43438%"
12/22/2017,"1.43438%","1.43438%","1.43438%","1.43438%"
12/21/2017,"1.43438%","1.43438%","1.43438%","1.43438%"
12/20/2017,"1.43438%","1.43438%","1.43438%","1.43438%"
12/19/2017,"1.43313%","1.43313%","1.43313%","1.43313%"
12/18/2017,"1.43313%","1.43313%","1.43313%","1.43313%"
12/15/2017,"1.43313%","1.43313%","1.43313%","1.43313%"
12/14/2017,"1.42750%","1.42750%","1.42750%","1.42750%"
12/13/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/12/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/11/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/08/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/07/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/06/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/05/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/04/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
12/01/2017,"1.18250%","1.18250%","1.18250%","1.18250%"
11/30/2017,"1.18000%","1.18000%","1.18000%","1.18000%"
11/29/2017,"1.18625%","1.18625%","1.18625%","1.18625%"
11/28/2017,"1.18500%","1.18500%","1.18500%","1.18500%"
11/27/2017,"1.18375%","1.18375%","1.18375%","1.18375%"
11/24/2017,"1.18375%","1.18375%","1.18375%","1.18375%"
11/22/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/21/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/20/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/17/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/16/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/15/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/14/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/13/2017,"1.18278%","1.18278%","1.18278%","1.18278%"
11/10/2017,"1.18333%","1.18333%","1.18333%","1.18333%"
11/09/2017,"1.18333%","1.18333%","1.18333%","1.18333%"
11/08/2017,"1.18333%","1.18333%","1.18333%","1.18333%"
11/07/2017,"1.18389%","1.18389%","1.18389%","1.18389%"
11/06/2017,"1.18389%","1.18389%","1.18389%","1.18389%"
11/03/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
11/02/2017,"1.18389%","1.18389%","1.18389%","1.18389%"
11/01/2017,"1.18222%","1.18222%","1.18222%","1.18222%"
10/31/2017,"1.18222%","1.18222%","1.18222%","1.18222%"
10/30/2017,"1.18500%","1.18500%","1.18500%","1.18500%"
10/27/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/26/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/25/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/24/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/23/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/20/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/19/2017,"1.18500%","1.18500%","1.18500%","1.18500%"
10/18/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/17/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/16/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/13/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/12/2017,"1.18444%","1.18444%","1.18444%","1.18444%"
10/11/2017,"1.18333%","1.18333%","1.18333%","1.18333%"
10/10/2017,"1.18167%","1.18167%","1.18167%","1.18167%"
10/09/2017,"1.18222%","1.18222%","1.18222%","1.18222%"
10/06/2017,"1.18222%","1.18222%","1.18222%","1.18222%"
10/05/2017,"1.18222%","1.18222%","1.18222%","1.18222%"
10/04/2017,"1.18222%","1.18222%","1.18222%","1.18222%"
10/03/2017,"1.18056%","1.18056%","1.18056%","1.18056%"
10/02/2017,"1.18000%","1.18000%","1.18000%","1.18000%"
09/29/2017,"1.18167%","1.18167%","1.18167%","1.18167%"
09/28/2017,"1.18111%","1.18111%","1.18111%","1.18111%"
09/27/2017,"1.18000%","1.18000%","1.18000%","1.18000%"
09/26/2017,"1.17833%","1.17833%","1.17833%","1.17833%"
09/25/2017,"1.17833%","1.17833%","1.17833%","1.17833%"
09/22/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/21/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/20/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/19/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/18/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/15/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/14/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
09/13/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
09/12/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
09/11/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
09/08/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
09/07/2017,"1.17611%","1.17611%","1.17611%","1.17611%"
09/06/2017,"1.17611%","1.17611%","1.17611%","1.17611%"
09/05/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
09/01/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
08/31/2017,"1.17556%","1.17556%","1.17556%","1.17556%"
08/30/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/29/2017,"1.17833%","1.17833%","1.17833%","1.17833%"
08/28/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/25/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/24/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/23/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/22/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/21/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/18/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
08/17/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/16/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
08/15/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/14/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/11/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/10/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/09/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/08/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/07/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
08/04/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
08/03/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
08/02/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
08/01/2017,"1.17556%","1.17556%","1.17556%","1.17556%"
07/31/2017,"1.17611%","1.17611%","1.17611%","1.17611%"
07/28/2017,"1.17833%","1.17833%","1.17833%","1.17833%"
07/27/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
07/26/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
07/25/2017,"1.18000%","1.18000%","1.18000%","1.18000%"
07/24/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
07/21/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
07/20/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
07/19/2017,"1.17889%","1.17889%","1.17889%","1.17889%"
07/18/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
07/17/2017,"1.17778%","1.17778%","1.17778%","1.17778%"
07/14/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
07/13/2017,"1.17833%","1.17833%","1.17833%","1.17833%"
07/12/2017,"1.17833%","1.17833%","1.17833%","1.17833%"
07/11/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
07/10/2017,"1.17444%","1.17444%","1.17444%","1.17444%"
07/07/2017,"1.17389%","1.17389%","1.17389%","1.17389%"
07/06/2017,"1.17389%","1.17389%","1.17389%","1.17389%"
07/05/2017,"1.17389%","1.17389%","1.17389%","1.17389%"
07/03/2017,"1.17167%","1.17167%","1.17167%","1.17167%"
06/30/2017,"1.16167%","1.16167%","1.16167%","1.16167%"
06/29/2017,"1.17333%","1.17333%","1.17333%","1.17333%"
06/28/2017,"1.17667%","1.17667%","1.17667%","1.17667%"
06/27/2017,"1.17611%","1.17611%","1.17611%","1.17611%"
06/26/2017,"1.17611%","1.17611%","1.17611%","1.17611%"
06/23/2017,"1.17667%","1.17667%","1.17667%","1.17667%"
06/22/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
06/21/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
06/20/2017,"1.17611%","1.17611%","1.17611%","1.17611%"
06/19/2017,"1.17667%","1.17667%","1.17667%","1.17667%"
06/16/2017,"1.17722%","1.17722%","1.17722%","1.17722%"
06/15/2017,"1.17500%","1.17500%","1.17500%","1.17500%"
06/14/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/13/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/12/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/09/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/08/2017,"0.93056%","0.93056%","0.93056%","0.93056%"
06/07/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/06/2017,"0.93056%","0.93056%","0.93056%","0.93056%"
06/05/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/02/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
06/01/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
05/31/2017,"0.92889%","0.92889%","0.92889%","0.92889%"
05/30/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
05/26/2017,"0.93000%","0.93000%","0.93000%","0.93000%"
05/25/2017,"0.93000%","0.93000%","0.93000%","0.93000%"
05/24/2017,"0.93056%","0.93056%","0.93056%","0.93056%"
05/23/2017,"0.93056%","0.93056%","0.93056%","0.93056%"
05/22/2017,"0.92889%","0.92889%","0.92889%","0.92889%"
05/19/2017,"0.92889%","0.92889%","0.92889%","0.92889%"
05/18/2017,"0.92778%","0.92778%","0.92778%","0.92778%"
05/17/2017,"0.92833%","0.92833%","0.92833%","0.92833%"
05/16/2017,"0.92833%","0.92833%","0.92833%","0.92833%"
05/15/2017,"0.92889%","0.92889%","0.92889%","0.92889%"
05/12/2017,"0.92833%","0.92833%","0.92833%","0.92833%"
05/11/2017,"0.92833%","0.92833%","0.92833%","0.92833%"
05/10/2017,"0.92833%","0.92833%","0.92833%","0.92833%"
05/09/2017,"0.92722%","0.92722%","0.92722%","0.92722%"
05/08/2017,"0.92778%","0.92778%","0.92778%","0.92778%"
05/05/2017,"0.92778%","0.92778%","0.92778%","0.92778%"
05/04/2017,"0.92778%","0.92778%","0.92778%","0.92778%"
05/03/2017,"0.92722%","0.92722%","0.92722%","0.92722%"
05/02/2017,"0.92667%","0.92667%","0.92667%","0.92667%"
05/01/2017,"0.92944%","0.92944%","0.92944%","0.92944%"
04/28/2017,"0.92944%","0.92944%","0.92944%","0.92944%"
04/27/2017,"0.93056%","0.93056%","0.93056%","0.93056%"
04/26/2017,"0.93028%","0.93028%","0.93028%","0.93028%"
04/25/2017,"0.92833%","0.92833%","0.92833%","0.92833%"
04/24/2017,"0.92667%","0.92667%","0.92667%","0.92667%"
04/21/2017,"0.92944%","0.92944%","0.92944%","0.92944%"
04/20/2017,"0.92944%","0.92944%","0.92944%","0.92944%"
04/19/2017,"0.93000%","0.93000%","0.93000%","0.93000%"
04/18/2017,"0.93000%","0.93000%","0.93000%","0.93000%"
04/17/2017,"0.92611%","0.92611%","0.92611%","0.92611%"
04/13/2017,"0.92611%","0.92611%","0.92611%","0.92611%"
04/12/2017,"0.92778%","0.92778%","0.92778%","0.92778%"
04/11/2017,"0.92722%","0.92722%","0.92722%","0.92722%"
04/10/2017,"0.92722%","0.92722%","0.92722%","0.92722%"
04/07/2017,"0.93056%","0.93056%","0.93056%","0.93056%"
04/06/2017,"0.93000%","0.93000%","0.93000%","0.93000%"
04/05/2017,"0.93111%","0.93111%","0.93111%","0.93111%"
