Date,Open,High,Low,Close
07/25/2017,"1.73900%","1.73900%","1.73900%","1.73900%"
07/24/2017,"1.73567%","1.73567%","1.73567%","1.73567%"
07/23/2017,"1.73567%","1.73567%","1.73567%","1.73567%"
07/21/2017,"1.73567%","1.73567%","1.73567%","1.73567%"
07/20/2017,"1.73789%","1.73789%","1.73789%","1.73789%"
07/19/2017,"1.73344%","1.73344%","1.73344%","1.73344%"
07/18/2017,"1.73344%","1.73344%","1.73344%","1.73344%"
07/17/2017,"1.73289%","1.73289%","1.73289%","1.73289%"
07/14/2017,"1.73983%","1.73983%","1.73983%","1.73983%"
07/13/2017,"1.73789%","1.73789%","1.73789%","1.73789%"
07/12/2017,"1.74594%","1.74594%","1.74594%","1.74594%"
07/11/2017,"1.75233%","1.75233%","1.75233%","1.75233%"
07/10/2017,"1.75094%","1.75094%","1.75094%","1.75094%"
07/09/2017,"1.75761%","1.75761%","1.75761%","1.75761%"
07/07/2017,"1.75761%","1.75761%","1.75761%","1.75761%"
07/06/2017,"1.75733%","1.75733%","1.75733%","1.75733%"
07/05/2017,"1.75122%","1.75122%","1.75122%","1.75122%"
07/04/2017,"1.75122%","1.75122%","1.75122%","1.75122%"
07/03/2017,"1.74844%","1.74844%","1.74844%","1.74844%"
06/30/2017,"1.73844%","1.73844%","1.73844%","1.73844%"
06/29/2017,"1.73956%","1.73956%","1.73956%","1.73956%"
06/28/2017,"1.73678%","1.73678%","1.73678%","1.73678%"
06/27/2017,"1.73289%","1.73289%","1.73289%","1.73289%"
06/26/2017,"1.73456%","1.73456%","1.73456%","1.73456%"
06/25/2017,"1.73344%","1.73344%","1.73344%","1.73344%"
06/23/2017,"1.73344%","1.73344%","1.73344%","1.73344%"
06/22/2017,"1.73817%","1.73817%","1.73817%","1.73817%"
06/21/2017,"1.73539%","1.73539%","1.73539%","1.73539%"
06/20/2017,"1.73594%","1.73594%","1.73594%","1.73594%"
06/19/2017,"1.72844%","1.72844%","1.72844%","1.72844%"
06/16/2017,"1.73233%","1.73233%","1.73233%","1.73233%"
06/15/2017,"1.72956%","1.72956%","1.72956%","1.72956%"
06/14/2017,"1.73622%","1.73622%","1.73622%","1.73622%"
06/13/2017,"1.73567%","1.73567%","1.73567%","1.73567%"
06/12/2017,"1.73567%","1.73567%","1.73567%","1.73567%"
06/11/2017,"1.72844%","1.72844%","1.72844%","1.72844%"
06/09/2017,"1.72844%","1.72844%","1.72844%","1.72844%"
06/08/2017,"1.72844%","1.72844%","1.72844%","1.72844%"
06/07/2017,"1.72400%","1.72400%","1.72400%","1.72400%"
06/06/2017,"1.72289%","1.72289%","1.72289%","1.72289%"
06/05/2017,"1.72567%","1.72567%","1.72567%","1.72567%"
06/04/2017,"1.73067%","1.73067%","1.73067%","1.73067%"
06/02/2017,"1.73067%","1.73067%","1.73067%","1.73067%"
06/01/2017,"1.72650%","1.72650%","1.72650%","1.72650%"
05/31/2017,"1.72372%","1.72372%","1.72372%","1.72372%"
05/30/2017,"1.72150%","1.72150%","1.72150%","1.72150%"
05/26/2017,"1.72122%","1.72122%","1.72122%","1.72122%"
05/25/2017,"1.72289%","1.72289%","1.72289%","1.72289%"
05/24/2017,"1.72567%","1.72567%","1.72567%","1.72567%"
05/23/2017,"1.71956%","1.71956%","1.71956%","1.71956%"
05/22/2017,"1.72650%","1.72650%","1.72650%","1.72650%"
05/21/2017,"1.72289%","1.72289%","1.72289%","1.72289%"
05/19/2017,"1.72289%","1.72289%","1.72289%","1.72289%"
05/18/2017,"1.70456%","1.70456%","1.70456%","1.70456%"
05/17/2017,"1.73289%","1.73289%","1.73289%","1.73289%"
05/16/2017,"1.74539%","1.74539%","1.74539%","1.74539%"
05/15/2017,"1.74511%","1.74511%","1.74511%","1.74511%"
05/12/2017,"1.76567%","1.76567%","1.76567%","1.76567%"
05/11/2017,"1.78567%","1.78567%","1.78567%","1.78567%"
05/10/2017,"1.78761%","1.78761%","1.78761%","1.78761%"
05/09/2017,"1.79067%","1.79067%","1.79067%","1.79067%"
05/08/2017,"1.78817%","1.78817%","1.78817%","1.78817%"
05/05/2017,"1.77900%","1.77900%","1.77900%","1.77900%"
05/04/2017,"1.78067%","1.78067%","1.78067%","1.78067%"
05/03/2017,"1.77011%","1.77011%","1.77011%","1.77011%"
05/02/2017,"1.78011%","1.78011%","1.78011%","1.78011%"
04/28/2017,"1.77400%","1.77400%","1.77400%","1.77400%"
04/27/2017,"1.77650%","1.77650%","1.77650%","1.77650%"
04/26/2017,"1.78289%","1.78289%","1.78289%","1.78289%"
04/25/2017,"1.77483%","1.77483%","1.77483%","1.77483%"
04/24/2017,"1.76817%","1.76817%","1.76817%","1.76817%"
04/23/2017,"1.74456%","1.74456%","1.74456%","1.74456%"
04/21/2017,"1.74456%","1.74456%","1.74456%","1.74456%"
04/20/2017,"1.73928%","1.73928%","1.73928%","1.73928%"
04/19/2017,"1.73567%","1.73567%","1.73567%","1.73567%"
04/18/2017,"1.76122%","1.76122%","1.76122%","1.76122%"
04/13/2017,"1.77178%","1.77178%","1.77178%","1.77178%"
04/12/2017,"1.78344%","1.78344%","1.78344%","1.78344%"
04/11/2017,"1.78900%","1.78900%","1.78900%","1.78900%"
04/10/2017,"1.79844%","1.79844%","1.79844%","1.79844%"
04/09/2017,"1.79900%","1.79900%","1.79900%","1.79900%"
04/07/2017,"1.79900%","1.79900%","1.79900%","1.79900%"
04/06/2017,"1.79817%","1.79817%","1.79817%","1.79817%"
04/05/2017,"1.79594%","1.79594%","1.79594%","1.79594%"
04/04/2017,"1.79178%","1.79178%","1.79178%","1.79178%"
04/03/2017,"1.80261%","1.80261%","1.80261%","1.80261%"
03/31/2017,"1.80178%","1.80178%","1.80178%","1.80178%"
03/30/2017,"1.79344%","1.79344%","1.79344%","1.79344%"
03/29/2017,"1.79400%","1.79400%","1.79400%","1.79400%"
03/28/2017,"1.79817%","1.79817%","1.79817%","1.79817%"
03/27/2017,"1.79706%","1.79706%","1.79706%","1.79706%"
03/26/2017,"1.80289%","1.80289%","1.80289%","1.80289%"
03/24/2017,"1.80289%","1.80289%","1.80289%","1.80289%"
03/23/2017,"1.80372%","1.80372%","1.80372%","1.80372%"
03/22/2017,"1.80678%","1.80678%","1.80678%","1.80678%"
03/21/2017,"1.81539%","1.81539%","1.81539%","1.81539%"
03/20/2017,"1.81594%","1.81594%","1.81594%","1.81594%"
03/17/2017,"1.81317%","1.81317%","1.81317%","1.81317%"
03/16/2017,"1.81428%","1.81428%","1.81428%","1.81428%"
03/15/2017,"1.82761%","1.82761%","1.82761%","1.82761%"
03/14/2017,"1.82344%","1.82344%","1.82344%","1.82344%"
03/13/2017,"1.82122%","1.82122%","1.82122%","1.82122%"
03/10/2017,"1.81844%","1.81844%","1.81844%","1.81844%"
03/09/2017,"1.81428%","1.81428%","1.81428%","1.81428%"
03/08/2017,"1.80122%","1.80122%","1.80122%","1.80122%"
03/07/2017,"1.79983%","1.79983%","1.79983%","1.79983%"
03/06/2017,"1.80011%","1.80011%","1.80011%","1.80011%"
03/03/2017,"1.80817%","1.80817%","1.80817%","1.80817%"
03/02/2017,"1.79817%","1.79817%","1.79817%","1.79817%"
03/01/2017,"1.78983%","1.78983%","1.78983%","1.78983%"
02/28/2017,"1.75622%","1.75622%","1.75622%","1.75622%"
02/27/2017,"1.73983%","1.73983%","1.73983%","1.73983%"
02/26/2017,"1.73956%","1.73956%","1.73956%","1.73956%"
02/24/2017,"1.73956%","1.73956%","1.73956%","1.73956%"
02/23/2017,"1.74428%","1.74428%","1.74428%","1.74428%"
02/22/2017,"1.74567%","1.74567%","1.74567%","1.74567%"
02/21/2017,"1.74539%","1.74539%","1.74539%","1.74539%"
02/20/2017,"1.73539%","1.73539%","1.73539%","1.73539%"
02/17/2017,"1.73539%","1.73539%","1.73539%","1.73539%"
02/16/2017,"1.74511%","1.74511%","1.74511%","1.74511%"
02/15/2017,"1.72400%","1.72400%","1.72400%","1.72400%"
02/14/2017,"1.70789%","1.70789%","1.70789%","1.70789%"
02/13/2017,"1.71039%","1.71039%","1.71039%","1.71039%"
02/12/2017,"1.70261%","1.70261%","1.70261%","1.70261%"
02/10/2017,"1.70261%","1.70261%","1.70261%","1.70261%"
02/09/2017,"1.69400%","1.69400%","1.69400%","1.69400%"
02/08/2017,"1.70011%","1.70011%","1.70011%","1.70011%"
02/07/2017,"1.70511%","1.70511%","1.70511%","1.70511%"
02/06/2017,"1.70733%","1.70733%","1.70733%","1.70733%"
02/03/2017,"1.71344%","1.71344%","1.71344%","1.71344%"
02/02/2017,"1.71233%","1.71233%","1.71233%","1.71233%"
02/01/2017,"1.71511%","1.71511%","1.71511%","1.71511%"
01/31/2017,"1.71344%","1.71344%","1.71344%","1.71344%"
01/30/2017,"1.72483%","1.72483%","1.72483%","1.72483%"
01/27/2017,"1.72400%","1.72400%","1.72400%","1.72400%"
01/26/2017,"1.72817%","1.72817%","1.72817%","1.72817%"
01/25/2017,"1.71872%","1.71872%","1.71872%","1.71872%"
01/24/2017,"1.70733%","1.70733%","1.70733%","1.70733%"
01/23/2017,"1.72122%","1.72122%","1.72122%","1.72122%"
01/20/2017,"1.73289%","1.73289%","1.73289%","1.73289%"
01/19/2017,"1.72817%","1.72817%","1.72817%","1.72817%"
01/18/2017,"1.71039%","1.71039%","1.71039%","1.71039%"
01/17/2017,"1.70233%","1.70233%","1.70233%","1.70233%"
01/16/2017,"1.70178%","1.70178%","1.70178%","1.70178%"
01/13/2017,"1.69844%","1.69844%","1.69844%","1.69844%"
01/12/2017,"1.69789%","1.69789%","1.69789%","1.69789%"
01/11/2017,"1.70289%","1.70289%","1.70289%","1.70289%"
01/10/2017,"1.70178%","1.70178%","1.70178%","1.70178%"
01/09/2017,"1.70067%","1.70067%","1.70067%","1.70067%"
01/06/2017,"1.68456%","1.68456%","1.68456%","1.68456%"
01/05/2017,"1.68900%","1.68900%","1.68900%","1.68900%"
01/04/2017,"1.68900%","1.68900%","1.68900%","1.68900%"
01/03/2017,"1.68900%","1.68900%","1.68900%","1.68900%"
