Date,Open,High,Low,Close
09/27/2018,"2.25600%","2.25600%","2.25600%","2.25600%"
09/26/2018,"2.24219%","2.24219%","2.24219%","2.24219%"
09/25/2018,"2.23006%","2.23006%","2.23006%","2.23006%"
09/24/2018,"2.21819%","2.21819%","2.21819%","2.21819%"
09/21/2018,"2.21581%","2.21581%","2.21581%","2.21581%"
09/20/2018,"2.21219%","2.21219%","2.21219%","2.21219%"
09/19/2018,"2.18244%","2.18244%","2.18244%","2.18244%"
09/18/2018,"2.16525%","2.16525%","2.16525%","2.16525%"
09/17/2018,"2.16813%","2.16813%","2.16813%","2.16813%"
09/14/2018,"2.16469%","2.16469%","2.16469%","2.16469%"
09/13/2018,"2.15844%","2.15844%","2.15844%","2.15844%"
09/12/2018,"2.13444%","2.13444%","2.13444%","2.13444%"
09/11/2018,"2.14794%","2.14794%","2.14794%","2.14794%"
09/10/2018,"2.13894%","2.13894%","2.13894%","2.13894%"
09/07/2018,"2.13100%","2.13100%","2.13100%","2.13100%"
09/06/2018,"2.13256%","2.13256%","2.13256%","2.13256%"
09/05/2018,"2.12050%","2.12050%","2.12050%","2.12050%"
09/04/2018,"2.12031%","2.12031%","2.12031%","2.12031%"
08/31/2018,"2.11375%","2.11375%","2.11375%","2.11375%"
08/30/2018,"2.10375%","2.10375%","2.10375%","2.10375%"
08/29/2018,"2.07588%","2.07588%","2.07588%","2.07588%"
08/28/2018,"2.07488%","2.07488%","2.07488%","2.07488%"
08/27/2018,"2.07275%","2.07275%","2.07275%","2.07275%"
08/24/2018,"2.07275%","2.07275%","2.07275%","2.07275%"
08/23/2018,"2.06475%","2.06475%","2.06475%","2.06475%"
08/22/2018,"2.06600%","2.06600%","2.06600%","2.06600%"
08/21/2018,"2.06588%","2.06588%","2.06588%","2.06588%"
08/20/2018,"2.06700%","2.06700%","2.06700%","2.06700%"
08/17/2018,"2.06938%","2.06938%","2.06938%","2.06938%"
08/16/2018,"2.07738%","2.07738%","2.07738%","2.07738%"
08/15/2018,"2.06000%","2.06000%","2.06000%","2.06000%"
08/14/2018,"2.06350%","2.06350%","2.06350%","2.06350%"
08/13/2018,"2.06269%","2.06269%","2.06269%","2.06269%"
08/10/2018,"2.06675%","2.06675%","2.06675%","2.06675%"
08/09/2018,"2.06731%","2.06731%","2.06731%","2.06731%"
08/08/2018,"2.06344%","2.06344%","2.06344%","2.06344%"
08/07/2018,"2.07113%","2.07113%","2.07113%","2.07113%"
08/06/2018,"2.08256%","2.08256%","2.08256%","2.08256%"
08/03/2018,"2.07931%","2.07931%","2.07931%","2.07931%"
08/02/2018,"2.08019%","2.08019%","2.08019%","2.08019%"
08/01/2018,"2.08213%","2.08213%","2.08213%","2.08213%"
07/31/2018,"2.08138%","2.08138%","2.08138%","2.08138%"
07/30/2018,"2.08150%","2.08150%","2.08150%","2.08150%"
07/27/2018,"2.07675%","2.07675%","2.07675%","2.07675%"
07/26/2018,"2.07163%","2.07163%","2.07163%","2.07163%"
07/25/2018,"2.07688%","2.07688%","2.07688%","2.07688%"
07/24/2018,"2.07013%","2.07013%","2.07013%","2.07013%"
07/23/2018,"2.06363%","2.06363%","2.06363%","2.06363%"
07/20/2018,"2.06900%","2.06900%","2.06900%","2.06900%"
07/19/2018,"2.08100%","2.08100%","2.08100%","2.08100%"
07/18/2018,"2.08625%","2.08625%","2.08625%","2.08625%"
07/17/2018,"2.08175%","2.08175%","2.08175%","2.08175%"
07/16/2018,"2.07850%","2.07850%","2.07850%","2.07850%"
07/13/2018,"2.07325%","2.07325%","2.07325%","2.07325%"
07/12/2018,"2.07163%","2.07163%","2.07163%","2.07163%"
07/11/2018,"2.07425%","2.07425%","2.07425%","2.07425%"
07/10/2018,"2.06650%","2.06650%","2.06650%","2.06650%"
07/09/2018,"2.07750%","2.07750%","2.07750%","2.07750%"
07/06/2018,"2.08625%","2.08625%","2.08625%","2.08625%"
07/05/2018,"2.09713%","2.09713%","2.09713%","2.09713%"
07/03/2018,"2.08588%","2.08588%","2.08588%","2.08588%"
07/02/2018,"2.09994%","2.09994%","2.09994%","2.09994%"
06/29/2018,"2.09025%","2.09025%","2.09025%","2.09025%"
06/28/2018,"2.09213%","2.09213%","2.09213%","2.09213%"
06/27/2018,"2.09350%","2.09350%","2.09350%","2.09350%"
06/26/2018,"2.10188%","2.10188%","2.10188%","2.10188%"
06/25/2018,"2.10288%","2.10288%","2.10288%","2.10288%"
06/22/2018,"2.09775%","2.09775%","2.09775%","2.09775%"
06/21/2018,"2.09113%","2.09113%","2.09113%","2.09113%"
06/20/2018,"2.08363%","2.08363%","2.08363%","2.08363%"
06/19/2018,"2.08788%","2.08788%","2.08788%","2.08788%"
06/18/2018,"2.08375%","2.08375%","2.08375%","2.08375%"
06/15/2018,"2.08494%","2.08494%","2.08494%","2.08494%"
06/14/2018,"2.08506%","2.08506%","2.08506%","2.08506%"
06/13/2018,"2.07325%","2.07325%","2.07325%","2.07325%"
06/12/2018,"2.05725%","2.05725%","2.05725%","2.05725%"
06/11/2018,"2.04738%","2.04738%","2.04738%","2.04738%"
06/08/2018,"2.04617%","2.04617%","2.04617%","2.04617%"
06/07/2018,"2.04638%","2.04638%","2.04638%","2.04638%"
06/06/2018,"2.02961%","2.02961%","2.02961%","2.02961%"
06/05/2018,"2.02454%","2.02454%","2.02454%","2.02454%"
06/04/2018,"2.01297%","2.01297%","2.01297%","2.01297%"
06/01/2018,"2.00468%","2.00468%","2.00468%","2.00468%"
05/31/2018,"2.00070%","2.00070%","2.00070%","2.00070%"
05/30/2018,"1.98246%","1.98246%","1.98246%","1.98246%"
05/29/2018,"1.98031%","1.98031%","1.98031%","1.98031%"
05/25/2018,"1.97563%","1.97563%","1.97563%","1.97563%"
05/24/2018,"1.96827%","1.96827%","1.96827%","1.96827%"
05/23/2018,"1.95969%","1.95969%","1.95969%","1.95969%"
05/22/2018,"1.96538%","1.96538%","1.96538%","1.96538%"
05/21/2018,"1.96125%","1.96125%","1.96125%","1.96125%"
05/18/2018,"1.95275%","1.95275%","1.95275%","1.95275%"
05/17/2018,"1.94775%","1.94775%","1.94775%","1.94775%"
05/16/2018,"1.93500%","1.93500%","1.93500%","1.93500%"
05/15/2018,"1.93875%","1.93875%","1.93875%","1.93875%"
05/14/2018,"1.93375%","1.93375%","1.93375%","1.93375%"
05/11/2018,"1.91871%","1.91871%","1.91871%","1.91871%"
05/10/2018,"1.91839%","1.91839%","1.91839%","1.91839%"
05/09/2018,"1.92851%","1.92851%","1.92851%","1.92851%"
05/08/2018,"1.92851%","1.92851%","1.92851%","1.92851%"
05/07/2018,"1.92770%","1.92770%","1.92770%","1.92770%"
05/04/2018,"1.92770%","1.92770%","1.92770%","1.92770%"
05/03/2018,"1.92270%","1.92270%","1.92270%","1.92270%"
05/02/2018,"1.91713%","1.91713%","1.91713%","1.91713%"
05/01/2018,"1.90875%","1.90875%","1.90875%","1.90875%"
04/30/2018,"1.90932%","1.90932%","1.90932%","1.90932%"
04/27/2018,"1.90701%","1.90701%","1.90701%","1.90701%"
04/26/2018,"1.90076%","1.90076%","1.90076%","1.90076%"
04/25/2018,"1.89988%","1.89988%","1.89988%","1.89988%"
04/24/2018,"1.89826%","1.89826%","1.89826%","1.89826%"
04/23/2018,"1.89711%","1.89711%","1.89711%","1.89711%"
04/20/2018,"1.89695%","1.89695%","1.89695%","1.89695%"
04/19/2018,"1.89826%","1.89826%","1.89826%","1.89826%"
04/18/2018,"1.89707%","1.89707%","1.89707%","1.89707%"
04/17/2018,"1.89563%","1.89563%","1.89563%","1.89563%"
04/16/2018,"1.89426%","1.89426%","1.89426%","1.89426%"
04/13/2018,"1.89550%","1.89550%","1.89550%","1.89550%"
04/12/2018,"1.89688%","1.89688%","1.89688%","1.89688%"
04/11/2018,"1.89563%","1.89563%","1.89563%","1.89563%"
04/10/2018,"1.89438%","1.89438%","1.89438%","1.89438%"
04/09/2018,"1.89713%","1.89713%","1.89713%","1.89713%"
04/06/2018,"1.89713%","1.89713%","1.89713%","1.89713%"
04/05/2018,"1.89519%","1.89519%","1.89519%","1.89519%"
04/04/2018,"1.89063%","1.89063%","1.89063%","1.89063%"
04/03/2018,"1.87750%","1.87750%","1.87750%","1.87750%"
04/02/2018,"1.88313%","1.88313%","1.88313%","1.88313%"
03/29/2018,"1.88313%","1.88313%","1.88313%","1.88313%"
03/28/2018,"1.88688%","1.88688%","1.88688%","1.88688%"
03/27/2018,"1.87688%","1.87688%","1.87688%","1.87688%"
03/26/2018,"1.87688%","1.87688%","1.87688%","1.87688%"
03/23/2018,"1.87500%","1.87500%","1.87500%","1.87500%"
03/22/2018,"1.87150%","1.87150%","1.87150%","1.87150%"
03/21/2018,"1.86125%","1.86125%","1.86125%","1.86125%"
03/20/2018,"1.85382%","1.85382%","1.85382%","1.85382%"
03/19/2018,"1.84067%","1.84067%","1.84067%","1.84067%"
03/16/2018,"1.82207%","1.82207%","1.82207%","1.82207%"
03/15/2018,"1.80820%","1.80820%","1.80820%","1.80820%"
03/14/2018,"1.78638%","1.78638%","1.78638%","1.78638%"
03/13/2018,"1.77660%","1.77660%","1.77660%","1.77660%"
03/12/2018,"1.76495%","1.76495%","1.76495%","1.76495%"
03/09/2018,"1.75032%","1.75032%","1.75032%","1.75032%"
03/08/2018,"1.73957%","1.73957%","1.73957%","1.73957%"
03/07/2018,"1.71794%","1.71794%","1.71794%","1.71794%"
03/06/2018,"1.71131%","1.71131%","1.71131%","1.71131%"
03/05/2018,"1.70170%","1.70170%","1.70170%","1.70170%"
03/02/2018,"1.69050%","1.69050%","1.69050%","1.69050%"
03/01/2018,"1.68620%","1.68620%","1.68620%","1.68620%"
02/28/2018,"1.67007%","1.67007%","1.67007%","1.67007%"
02/27/2018,"1.66418%","1.66418%","1.66418%","1.66418%"
02/26/2018,"1.64800%","1.64800%","1.64800%","1.64800%"
02/23/2018,"1.63120%","1.63120%","1.63120%","1.63120%"
02/22/2018,"1.62070%","1.62070%","1.62070%","1.62070%"
02/21/2018,"1.60251%","1.60251%","1.60251%","1.60251%"
02/20/2018,"1.59563%","1.59563%","1.59563%","1.59563%"
02/16/2018,"1.59375%","1.59375%","1.59375%","1.59375%"
02/15/2018,"1.59000%","1.59000%","1.59000%","1.59000%"
02/14/2018,"1.58813%","1.58813%","1.58813%","1.58813%"
02/13/2018,"1.58750%","1.58750%","1.58750%","1.58750%"
02/12/2018,"1.58750%","1.58750%","1.58750%","1.58750%"
02/09/2018,"1.58320%","1.58320%","1.58320%","1.58320%"
02/08/2018,"1.58077%","1.58077%","1.58077%","1.58077%"
02/07/2018,"1.57932%","1.57932%","1.57932%","1.57932%"
02/06/2018,"1.57926%","1.57926%","1.57926%","1.57926%"
02/05/2018,"1.58007%","1.58007%","1.58007%","1.58007%"
02/02/2018,"1.57957%","1.57957%","1.57957%","1.57957%"
02/01/2018,"1.57946%","1.57946%","1.57946%","1.57946%"
01/31/2018,"1.57970%","1.57970%","1.57970%","1.57970%"
01/30/2018,"1.57470%","1.57470%","1.57470%","1.57470%"
01/29/2018,"1.57345%","1.57345%","1.57345%","1.57345%"
01/26/2018,"1.56777%","1.56777%","1.56777%","1.56777%"
01/25/2018,"1.56693%","1.56693%","1.56693%","1.56693%"
01/24/2018,"1.56137%","1.56137%","1.56137%","1.56137%"
01/23/2018,"1.56135%","1.56135%","1.56135%","1.56135%"
01/22/2018,"1.56014%","1.56014%","1.56014%","1.56014%"
01/19/2018,"1.56128%","1.56128%","1.56128%","1.56128%"
01/18/2018,"1.56118%","1.56118%","1.56118%","1.56118%"
01/17/2018,"1.55750%","1.55750%","1.55750%","1.55750%"
01/16/2018,"1.55613%","1.55613%","1.55613%","1.55613%"
01/12/2018,"1.55947%","1.55947%","1.55947%","1.55947%"
01/11/2018,"1.55945%","1.55945%","1.55945%","1.55945%"
01/10/2018,"1.55375%","1.55375%","1.55375%","1.55375%"
01/09/2018,"1.55375%","1.55375%","1.55375%","1.55375%"
01/08/2018,"1.55375%","1.55375%","1.55375%","1.55375%"
01/05/2018,"1.55250%","1.55250%","1.55250%","1.55250%"
01/04/2018,"1.55500%","1.55500%","1.55500%","1.55500%"
01/03/2018,"1.55688%","1.55688%","1.55688%","1.55688%"
01/02/2018,"1.56175%","1.56175%","1.56175%","1.56175%"
