Date,Open,High,Low,Close
07/11/2022,"1.56386%","1.56386%","1.56386%","1.56386%"
07/08/2022,"1.56057%","1.56057%","1.56057%","1.56057%"
07/07/2022,"1.56771%","1.56771%","1.56771%","1.56771%"
07/06/2022,"1.56243%","1.56243%","1.56243%","1.56243%"
07/05/2022,"1.56343%","1.56343%","1.56343%","1.56343%"
07/01/2022,"1.56729%","1.56729%","1.56729%","1.56729%"
06/30/2022,"1.57900%","1.57900%","1.57900%","1.57900%"
06/29/2022,"1.57029%","1.57029%","1.57029%","1.57029%"
06/28/2022,"1.57086%","1.57086%","1.57086%","1.57086%"
06/27/2022,"1.57100%","1.57100%","1.57100%","1.57100%"
06/24/2022,"1.57614%","1.57614%","1.57614%","1.57614%"
06/23/2022,"1.57100%","1.57100%","1.57100%","1.57100%"
06/22/2022,"1.57129%","1.57129%","1.57129%","1.57129%"
06/21/2022,"1.57500%","1.57500%","1.57500%","1.57500%"
06/17/2022,"1.56743%","1.56743%","1.56743%","1.56743%"
06/16/2022,"1.56486%","1.56486%","1.56486%","1.56486%"
06/15/2022,"0.82486%","0.82486%","0.82486%","0.82486%"
06/14/2022,"0.81586%","0.81586%","0.81586%","0.81586%"
06/13/2022,"0.82029%","0.82029%","0.82029%","0.82029%"
06/10/2022,"0.81929%","0.81929%","0.81929%","0.81929%"
06/09/2022,"0.82000%","0.82000%","0.82000%","0.82000%"
06/08/2022,"0.81957%","0.81957%","0.81957%","0.81957%"
06/07/2022,"0.82657%","0.82657%","0.82657%","0.82657%"
06/06/2022,"0.82143%","0.82143%","0.82143%","0.82143%"
06/01/2022,"0.81914%","0.81914%","0.81914%","0.81914%"
05/31/2022,"0.82200%","0.82200%","0.82200%","0.82200%"
05/27/2022,"0.82557%","0.82557%","0.82557%","0.82557%"
05/26/2022,"0.81729%","0.81729%","0.81729%","0.81729%"
05/25/2022,"0.81943%","0.81943%","0.81943%","0.81943%"
05/24/2022,"0.82386%","0.82386%","0.82386%","0.82386%"
05/23/2022,"0.82314%","0.82314%","0.82314%","0.82314%"
05/20/2022,"0.82471%","0.82471%","0.82471%","0.82471%"
05/19/2022,"0.82000%","0.82000%","0.82000%","0.82000%"
05/18/2022,"0.82029%","0.82029%","0.82029%","0.82029%"
05/17/2022,"0.82014%","0.82014%","0.82014%","0.82014%"
05/16/2022,"0.82229%","0.82229%","0.82229%","0.82229%"
05/13/2022,"0.82571%","0.82571%","0.82571%","0.82571%"
05/12/2022,"0.82686%","0.82686%","0.82686%","0.82686%"
05/11/2022,"0.82600%","0.82600%","0.82600%","0.82600%"
05/10/2022,"0.82371%","0.82371%","0.82371%","0.82371%"
05/09/2022,"0.82500%","0.82500%","0.82500%","0.82500%"
05/06/2022,"0.81857%","0.81857%","0.81857%","0.81857%"
05/05/2022,"0.81514%","0.81514%","0.81514%","0.81514%"
05/04/2022,"0.33029%","0.33029%","0.33029%","0.33029%"
05/03/2022,"0.33029%","0.33029%","0.33029%","0.33029%"
04/29/2022,"0.33000%","0.33000%","0.33000%","0.33000%"
04/28/2022,"0.32500%","0.32500%","0.32500%","0.32500%"
04/27/2022,"0.32486%","0.32486%","0.32486%","0.32486%"
04/26/2022,"0.33014%","0.33014%","0.33014%","0.33014%"
04/25/2022,"0.33043%","0.33043%","0.33043%","0.33043%"
04/22/2022,"0.32643%","0.32643%","0.32643%","0.32643%"
04/21/2022,"0.32643%","0.32643%","0.32643%","0.32643%"
04/20/2022,"0.32343%","0.32343%","0.32343%","0.32343%"
04/19/2022,"0.33100%","0.33100%","0.33100%","0.33100%"
04/14/2022,"0.32229%","0.32229%","0.32229%","0.32229%"
04/13/2022,"0.32729%","0.32729%","0.32729%","0.32729%"
04/12/2022,"0.32629%","0.32629%","0.32629%","0.32629%"
04/11/2022,"0.32586%","0.32586%","0.32586%","0.32586%"
04/08/2022,"0.32757%","0.32757%","0.32757%","0.32757%"
04/07/2022,"0.32114%","0.32114%","0.32114%","0.32114%"
04/06/2022,"0.32800%","0.32800%","0.32800%","0.32800%"
04/05/2022,"0.32614%","0.32614%","0.32614%","0.32614%"
04/04/2022,"0.32757%","0.32757%","0.32757%","0.32757%"
04/01/2022,"0.32729%","0.32729%","0.32729%","0.32729%"
03/31/2022,"0.33171%","0.33171%","0.33171%","0.33171%"
03/30/2022,"0.32814%","0.32814%","0.32814%","0.32814%"
03/29/2022,"0.32757%","0.32757%","0.32757%","0.32757%"
03/28/2022,"0.32786%","0.32786%","0.32786%","0.32786%"
03/25/2022,"0.32657%","0.32657%","0.32657%","0.32657%"
03/24/2022,"0.32786%","0.32786%","0.32786%","0.32786%"
03/23/2022,"0.32871%","0.32871%","0.32871%","0.32871%"
03/22/2022,"0.32743%","0.32743%","0.32743%","0.32743%"
03/21/2022,"0.33014%","0.33014%","0.33014%","0.33014%"
03/18/2022,"0.32871%","0.32871%","0.32871%","0.32871%"
03/16/2022,"0.08029%","0.08029%","0.08029%","0.08029%"
03/15/2022,"0.07957%","0.07957%","0.07957%","0.07957%"
03/14/2022,"0.07914%","0.07914%","0.07914%","0.07914%"
03/11/2022,"0.07929%","0.07929%","0.07929%","0.07929%"
03/10/2022,"0.07929%","0.07929%","0.07929%","0.07929%"
03/09/2022,"0.07843%","0.07843%","0.07843%","0.07843%"
03/08/2022,"0.07800%","0.07800%","0.07800%","0.07800%"
03/07/2022,"0.07986%","0.07986%","0.07986%","0.07986%"
03/04/2022,"0.07814%","0.07814%","0.07814%","0.07814%"
03/03/2022,"0.07900%","0.07900%","0.07900%","0.07900%"
03/02/2022,"0.07943%","0.07943%","0.07943%","0.07943%"
03/01/2022,"0.07700%","0.07700%","0.07700%","0.07700%"
02/28/2022,"0.07714%","0.07714%","0.07714%","0.07714%"
02/25/2022,"0.07714%","0.07714%","0.07714%","0.07714%"
02/24/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
02/23/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
02/22/2022,"0.07657%","0.07657%","0.07657%","0.07657%"
02/18/2022,"0.07557%","0.07557%","0.07557%","0.07557%"
02/17/2022,"0.07629%","0.07629%","0.07629%","0.07629%"
02/16/2022,"0.07371%","0.07371%","0.07371%","0.07371%"
02/15/2022,"0.07414%","0.07414%","0.07414%","0.07414%"
02/14/2022,"0.07671%","0.07671%","0.07671%","0.07671%"
02/11/2022,"0.07843%","0.07843%","0.07843%","0.07843%"
02/10/2022,"0.07757%","0.07757%","0.07757%","0.07757%"
02/09/2022,"0.07771%","0.07771%","0.07771%","0.07771%"
02/08/2022,"0.07700%","0.07700%","0.07700%","0.07700%"
02/07/2022,"0.07714%","0.07714%","0.07714%","0.07714%"
02/04/2022,"0.07700%","0.07700%","0.07700%","0.07700%"
02/03/2022,"0.07843%","0.07843%","0.07843%","0.07843%"
02/02/2022,"0.07814%","0.07814%","0.07814%","0.07814%"
02/01/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
01/31/2022,"0.07700%","0.07700%","0.07700%","0.07700%"
01/28/2022,"0.07814%","0.07814%","0.07814%","0.07814%"
01/27/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
01/26/2022,"0.07814%","0.07814%","0.07814%","0.07814%"
01/25/2022,"0.07886%","0.07886%","0.07886%","0.07886%"
01/24/2022,"0.07671%","0.07671%","0.07671%","0.07671%"
01/21/2022,"0.07471%","0.07471%","0.07471%","0.07471%"
01/20/2022,"0.07843%","0.07843%","0.07843%","0.07843%"
01/19/2022,"0.07814%","0.07814%","0.07814%","0.07814%"
01/18/2022,"0.07029%","0.07029%","0.07029%","0.07029%"
01/14/2022,"0.07400%","0.07400%","0.07400%","0.07400%"
01/13/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
01/12/2022,"0.07729%","0.07729%","0.07729%","0.07729%"
01/11/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
01/10/2022,"0.07743%","0.07743%","0.07743%","0.07743%"
01/07/2022,"0.07271%","0.07271%","0.07271%","0.07271%"
01/06/2022,"0.07414%","0.07414%","0.07414%","0.07414%"
01/05/2022,"0.07014%","0.07014%","0.07014%","0.07014%"
01/04/2022,"0.07229%","0.07229%","0.07229%","0.07229%"
